type,entry_time,entry_price,sl,tp,lots,spread,profit,exit_time,exit_price,reason,commission
SELL,2024-07-02 13:00:00+00:00,2336.4999984482224,2349.0999984482223,2311.2999984482226,7.758887283185958e-05,0.0,-57.41502023180722,2024-07-02 14:00:00+00:00,2343.89990234375,SIGNAL_EXIT,0.0
SELL,2024-07-02 15:00:00+00:00,2335.600096372394,2350.740086606769,2305.320115903644,6.419279541222045e-05,0.0,12.83855084101412,2024-07-02 18:00:00+00:00,2333.60009765625,SIGNAL_EXIT,0.0
SELL,2024-07-02 19:00:00+00:00,2337.3000473669226,2350.620066898173,2310.6600083044227,7.306011439842282e-05,0.0,-14.612033555245818,2024-07-03 01:00:00+00:00,2339.300048828125,SIGNAL_EXIT,0.0
BUY,2024-07-10 09:00:00+00:00,2379.300051512367,2372.0600124498674,2393.7801296373673,0.0001342121139124485,0.0,9.39415661550207,2024-07-11 01:00:00+00:00,2380.0,SIGNAL_EXIT,0.0
BUY,2024-07-11 07:00:00+00:00,2386.8999056633916,2381.0399935540167,2398.6197298821417,0.00016598207360350934,0.0,194.52807260967688,2024-07-11 12:00:00+00:00,2398.6197298821417,TAKE_PROFIT,0.0
SELL,2024-07-19 10:00:00+00:00,2418.199949797784,2432.639940032159,2389.319969329034,6.870455964351177e-05,0.0,198.41863406186957,2024-07-22 14:00:00+00:00,2389.319969329034,TAKE_PROFIT,0.0
SELL,2024-07-22 15:00:00+00:00,2389.6999497932243,2404.380027918224,2360.3397935432245,6.893253735429502e-05,0.0,-101.19350337155254,2024-07-23 01:00:00+00:00,2404.380027918224,STOP_LOSS,0.0
SELL,2024-07-23 08:00:00+00:00,2398.8999006370777,2410.6398908714527,2375.4199201683277,8.533360449014971e-05,0.0,-78.50859736655003,2024-07-23 10:00:00+00:00,2408.10009765625,SIGNAL_EXIT,0.0
SELL,2024-07-25 07:00:00+00:00,2371.1000967919326,2394.1000967919326,2325.1000967919326,4.321586189746614e-05,0.0,12.964754834017826,2024-07-26 07:00:00+00:00,2368.10009765625,SIGNAL_EXIT,0.0
SELL,2024-08-05 12:00:00+00:00,2426.899901755533,2460.739843161783,2359.2200189430328,2.9410845816101367e-05,0.0,-19.11705151046202,2024-08-06 13:00:00+00:00,2433.39990234375,SIGNAL_EXIT,0.0
SELL,2024-08-06 16:00:00+00:00,2428.4999989801327,2447.9799794488827,2389.5400380426327,5.099335677300187e-05,0.0,-80.56975789298875,2024-08-07 13:00:00+00:00,2444.300048828125,SIGNAL_EXIT,0.0
SELL,2024-08-08 07:00:00+00:00,2436.499998037254,2446.539939443504,2416.420115224754,9.813728769088433e-05,0.0,9.813709507231987,2024-08-08 08:00:00+00:00,2435.5,SIGNAL_EXIT,0.0
SELL,2024-08-22 15:00:00+00:00,2515.800047783345,2534.6800770802197,2478.039989189595,5.223900734617759e-05,0.0,-98.62739891354965,2024-08-23 08:00:00+00:00,2534.6800770802197,STOP_LOSS,0.0
SELL,2024-08-28 11:00:00+00:00,2539.9999984019482,2552.220017933198,2515.559959339448,7.990259317893809e-05,0.0,-97.64112492441319,2024-08-29 05:00:00+00:00,2552.220017933198,STOP_LOSS,0.0
SELL,2024-08-30 20:00:00+00:00,2534.80004749849,2549.34008656099,2505.71996937349,6.648174276538021e-05,0.0,193.329427350341,2024-09-03 14:00:00+00:00,2505.71996937349,TAKE_PROFIT,0.0
SELL,2024-09-03 15:00:00+00:00,2509.600096778263,2532.0601065438877,2464.680077247013,4.389936112119504e-05,0.0,-25.9001982111138,2024-09-04 07:00:00+00:00,2515.5,SIGNAL_EXIT,0.0
SELL,2024-09-04 10:00:00+00:00,2512.6999496773624,2525.8599594429875,2486.379930146112,7.472563297288133e-05,0.0,-98.33900596656346,2024-09-04 14:00:00+00:00,2525.8599594429875,STOP_LOSS,0.0
SELL,2024-09-09 07:00:00+00:00,2518.8000467871248,2528.3400370215,2499.720066318375,0.00010205001631563542,0.0,-97.35561590689899,2024-09-09 12:00:00+00:00,2528.3400370215,STOP_LOSS,0.0
SELL,2024-09-09 13:00:00+00:00,2530.1000962219923,2543.540086456367,2503.220115753242,7.171289418151145e-05,0.0,-25.099523249005955,2024-09-09 17:00:00+00:00,2533.60009765625,SIGNAL_EXIT,0.0
SELL,2024-09-30 19:00:00+00:00,2653.1000965749095,2670.8800770436596,2617.5401356374095,5.4067024811583766e-05,0.0,-79.47826832037013,2024-10-01 09:00:00+00:00,2667.800048828125,SIGNAL_EXIT,0.0
